Seed,Scheme,Approach,w1,b1,b2,wy,by,k_best,base_estimator,Missing_Percent,Accuracy,Balanced_Acc,F1,ROC_AUC,Imputation_score
0,MAR1,self_training,1.0,0.0,,,,1.0,SVC,54.67,0.8846153846153846,0.8594771241830066,0.9142857142857143,0.9607843137254902,"[1.0, 0.8333333333333333, 0.875, 0.75, 0.7083333333333333, 0.7571428571428571, 0.7142857142857143, 0.75, 0.7777777777777778, 0.7525252525252526, 0.7735042735042735, 0.7428571428571429, 0.75625, 0.7299465240641712, 0.7083333333333334, 0.7166666666666667, 0.7234848484848485, 0.7291666666666667, 0.733974358974359, 0.7380952380952381]"
0,MAR1,self_training,1.0,0.0,,,,1.0,LogisticRegression,54.67,0.8461538461538461,0.803921568627451,0.8888888888888888,0.9738562091503269,"[0.5, 0.8333333333333333, 0.875, 0.9, 0.8571428571428572, 0.875, 0.8888888888888888, 0.9, 0.9090909090909092, 0.8846153846153846, 0.7946428571428572, 0.78125, 0.7708333333333333, 0.7625, 0.7556818181818181, 0.7149758454106281, 0.6625, 0.6381818181818182, 0.6185897435897436, 0.6309523809523809]"
0,MAR1,self_training,1.0,0.0,,,,1.0,RandomForestClassifier,54.67,0.8846153846153846,0.8856209150326797,0.9090909090909091,0.9673202614379085,"[1.0, 1.0, 1.0, 0.9, 0.8, 0.6666666666666666, 0.7142857142857143, 0.75, 0.7222222222222222, 0.75, 0.725, 0.7482517482517483, 0.7303030303030302, 0.7165775401069518, 0.7361111111111112, 0.725, 0.7159090909090908, 0.7291666666666667, 0.7403846153846154, 0.75]"
0,MAR1,self_training,1.0,0.0,,,,1.0,XGBClassifier,54.67,0.8461538461538461,0.8300653594771241,0.8823529411764706,0.934640522875817,"[1.0, 1.0, 1.0, 0.9, 0.9166666666666667, 0.8333333333333334, 0.7916666666666667, 0.75, 0.7777777777777778, 0.7525252525252526, 0.7350427350427351, 0.7571428571428571, 0.775, 0.788888888888889, 0.8, 0.8090909090909091, 0.7766798418972332, 0.7836363636363637, 0.7564102564102564, 0.7619047619047619]"
0,MAR1,label_propagation,1.0,0.0,,,,,,54.67,0.7692307692307693,0.7189542483660131,0.8333333333333334,0.8104575163398693,"[0.5790229885057471, 0.6163793103448276, 0.6264367816091954, 0.6609195402298851, 0.6781609195402298, 0.6537356321839081, 0.6537356321839081, 0.6709770114942528, 0.6293103448275862, 0.6293103448275862, 0.6293103448275862, 0.6293103448275862, 0.5876436781609196, 0.5876436781609196, 0.5876436781609196, 0.5876436781609196, 0.5876436781609196, 0.5876436781609196, 0.5876436781609196]"
0,MAR1,naive,1.0,2.0,,,,,,82.67,0.8461538461538461,0.8300653594771241,0.8823529411764706,0.9150326797385622,[]
0,MAR1,self_training,1.0,2.0,,,,1.0,SVC,82.67,0.8076923076923077,0.8529411764705883,0.8275862068965517,0.9084967320261438,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.9285714285714286, 0.9375, 0.875, 0.8888888888888888, 0.8535353535353536, 0.8181818181818182, 0.7937062937062938, 0.7757575757575758, 0.7620320855614974, 0.7777777777777778, 0.7666666666666666, 0.7802197802197802, 0.7922077922077921, 0.8028985507246377, 0.8125, 0.8028846153846154, 0.7946428571428572, 0.7875, 0.7504743833017078, 0.7450980392156863, 0.7124183006535948, 0.7083333333333333, 0.7178362573099415, 0.726388888888889, 0.7341269841269842, 0.7172582619339045]"
0,MAR1,self_training,1.0,2.0,,,,1.0,LogisticRegression,82.67,0.8461538461538461,0.8823529411764706,0.8666666666666667,0.888888888888889,"[1.0, 1.0, 1.0, 1.0, 0.8, 0.8333333333333334, 0.7916666666666667, 0.7666666666666666, 0.7922077922077921, 0.7525252525252526, 0.775, 0.7937062937062938, 0.8095238095238095, 0.7916666666666667, 0.7777777777777778, 0.791497975708502, 0.7428571428571429, 0.7337662337662337, 0.7159090909090908, 0.7083333333333333, 0.7019230769230769, 0.6677559912854031, 0.6632860040567952, 0.6593927893738141, 0.6559714795008913, 0.6529411764705882, 0.6502384737678856, 0.6637426900584795, 0.6611111111111111, 0.634788189987163, 0.6328029375764994]"
0,MAR1,self_training,1.0,2.0,,,,1.0,RandomForestClassifier,82.67,0.8076923076923077,0.826797385620915,0.8387096774193549,0.9150326797385621,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9375, 0.9444444444444444, 0.95, 0.9, 0.9090909090909091, 0.8776223776223776, 0.8869047619047619, 0.8948717948717949, 0.8666666666666667, 0.875, 0.8541666666666667, 0.8375, 0.8238636363636364, 0.7813299232736572, 0.7717647058823529, 0.7636165577342048, 0.7565922920892495, 0.7504743833017078, 0.7604166666666667, 0.7549019607843137, 0.75, 0.7190611664295875, 0.7152496626180838, 0.7118100128369704, 0.7203182374541004]"
0,MAR1,self_training,1.0,2.0,,,,1.0,XGBClassifier,82.67,0.6923076923076923,0.738562091503268,0.7142857142857143,0.7973856209150327,"[0.5, 0.8333333333333333, 0.875, 0.9, 0.8, 0.8333333333333334, 0.8571428571428571, 0.875, 0.8888888888888888, 0.9, 0.9090909090909091, 0.9166666666666666, 0.9230769230769231, 0.8948717948717949, 0.8348214285714286, 0.8450980392156863, 0.7951388888888888, 0.8065015479876161, 0.7927170868347339, 0.7813299232736572, 0.7717647058823529, 0.7636165577342048, 0.7565922920892495, 0.7504743833017078, 0.7450980392156863, 0.7403361344537815, 0.7360890302066773, 0.7046783625730995, 0.7013888888888888, 0.6732991014120667, 0.6591187270501836]"
