Seed,Scheme,Approach,w1,b1,b2,wy,by,k_best,base_estimator,Missing_Percent,Accuracy,Balanced_Acc,F1,ROC_AUC,Imputation_score
0,MAR1,self_training,3.0,2.0,,,,1.0,LogisticRegression,67.31,0.7142857142857143,0.7156862745098038,0.7058823529411765,0.8006535947712418,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9285714285714286, 0.9333333333333333, 0.907843137254902, 0.9131944444444444, 0.9179566563467492, 0.8947368421052632, 0.9, 0.8818181818181818, 0.8871635610766045, 0.8723809523809524, 0.8776223776223776, 0.8652597402597402, 0.8703148425787106, 0.8597475455820476, 0.8504611330698286, 0.8422360248447205, 0.8472222222222222, 0.8399122807017544, 0.8446153846153847, 0.838048780487805, 0.8320930232558139, 0.8266666666666667]"
0,MAR1,self_training,3.0,2.0,,,,1.0,RandomForestClassifier,67.31,0.8571428571428571,0.8545751633986928,0.8717948717948718,0.869281045751634,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9642857142857143, 0.9666666666666667, 0.96875, 0.9705882352941176, 0.9473684210526316, 0.95, 0.9318181818181819, 0.9166666666666667, 0.9038461538461539, 0.8928571428571428, 0.896551724137931, 0.8702359346642468, 0.8607809847198642, 0.825, 0.8068181818181819, 0.813570487483531, 0.8062111801242235, 0.8125, 0.7927631578947368, 0.7875, 0.7708333333333333, 0.7455813953488373, 0.731111111111111]"
0,MAR1,self_training,3.0,2.0,,,,1.0,XGBClassifier,67.31,0.7142857142857143,0.7107843137254902,0.75,0.7189542483660131,"[1.0, 1.0, 1.0, 0.9, 0.9166666666666667, 0.9285714285714286, 0.9375, 0.9444444444444444, 0.95, 0.9545454545454546, 0.9583333333333333, 0.9166666666666666, 0.8869047619047619, 0.8645833333333333, 0.8472222222222222, 0.8333333333333333, 0.8424908424908425, 0.8506493506493507, 0.8579710144927537, 0.8645833333333333, 0.8705882352941177, 0.8594771241830066, 0.8498985801217038, 0.8415559772296015, 0.8472222222222222, 0.8398692810457516, 0.8045112781954887, 0.8111111111111111, 0.7929292929292929, 0.7870813397129186, 0.7809364548494984, 0.764050901378579, 0.7589285714285714, 0.7539534883720931, 0.7468181818181818]"
0,MAR1,label_propagation,3.0,2.0,,,,,,67.31,0.6571428571428571,0.6535947712418301,0.7,0.7516339869281046,"[0.66, 0.6799999999999999, 0.6688888888888889, 0.6977777777777778, 0.6977777777777778, 0.6977777777777778, 0.6866666666666666, 0.7066666666666667, 0.7066666666666667, 0.7355555555555555, 0.7355555555555555, 0.7355555555555555, 0.7644444444444445, 0.7422222222222222, 0.7622222222222222, 0.7622222222222222, 0.7822222222222222, 0.7911111111111111, 0.7911111111111111, 0.7911111111111111, 0.78, 0.768888888888889, 0.768888888888889, 0.7466666666666666, 0.7244444444444444, 0.7244444444444444, 0.7244444444444444, 0.7022222222222223, 0.7022222222222223, 0.7022222222222223, 0.6911111111111111, 0.6911111111111111, 0.6911111111111111, 0.6911111111111111, 0.6911111111111111, 0.6911111111111111, 0.6911111111111111, 0.6911111111111111, 0.6799999999999999, 0.6688888888888889, 0.6688888888888889, 0.6688888888888889, 0.6688888888888889, 0.6688888888888889, 0.6688888888888889, 0.6688888888888889, 0.6688888888888889, 0.6688888888888889, 0.6688888888888889, 0.6688888888888889, 0.6688888888888889, 0.6688888888888889, 0.6688888888888889, 0.6688888888888889, 0.6688888888888889, 0.6688888888888889]"
0,MAR2,naive,,,0.0,,,,,45.19,0.8285714285714286,0.8284313725490196,0.8333333333333334,0.7647058823529411,[]
0,MAR2,self_training,,,0.0,,,1.0,SVC,45.19,0.8857142857142857,0.8872549019607843,0.8823529411764706,0.8888888888888888,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9642857142857143, 0.9666666666666667, 0.96875, 0.9705882352941176, 0.9722222222222222, 0.9736842105263157, 0.9473684210526315, 0.95, 0.9047619047619048, 0.8636363636363636, 0.8693181818181819]"
0,MAR2,self_training,,,0.0,,,1.0,LogisticRegression,45.19,0.8,0.8006535947712419,0.8,0.8986928104575163,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9545454545454546, 0.9583333333333333, 0.9615384615384616, 0.9642857142857143, 0.9666666666666667, 0.9333333333333333, 0.9375, 0.9131944444444444, 0.8888888888888888, 0.8947368421052632, 0.85, 0.8095238095238095, 0.7960662525879918, 0.7613636363636364]"
0,MAR2,self_training,,,0.0,,,1.0,RandomForestClassifier,45.19,0.7428571428571429,0.7401960784313726,0.7692307692307693,0.8464052287581698,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9722222222222222, 0.9736842105263157, 0.975, 0.9260651629072681, 0.9068181818181817, 0.8892339544513457, 0.8503787878787878]"
0,MAR2,self_training,,,0.0,,,1.0,XGBClassifier,45.19,0.8,0.8022875816993464,0.7878787878787878,0.8888888888888888,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9545454545454546, 0.9583333333333333, 0.9615384615384616, 0.9642857142857143, 0.9285714285714286, 0.9017857142857143, 0.907843137254902, 0.9131944444444444, 0.8622291021671826, 0.8694444444444445, 0.8759398496240601, 0.8818181818181818, 0.8871635610766045, 0.8920454545454546]"
0,MAR2,label_propagation,,,0.0,,,,,45.19,0.7428571428571429,0.7483660130718954,0.6896551724137931,0.8300653594771241,"[0.6363636363636364, 0.6818181818181819, 0.6618181818181819, 0.6845454545454546, 0.6845454545454546, 0.6845454545454546, 0.6845454545454546, 0.6845454545454546, 0.7072727272727273, 0.7072727272727273]"
