Seed,Scheme,Approach,Missing_Percent,Accuracy,Balanced_Acc,F1,ROC_AUC
24,MCAR_0.5,pseudo_labels,48.95,0.9368836291913215,0.5,0.0,0.8942105263157895
24,MCAR_0.5,iterative_pseudo_labels,48.95,0.9368836291913215,0.5,0.0,0.8942105263157895
24,MCAR_0.8,naive,78.16,0.9368836291913215,0.5,0.0,0.9047368421052632
24,MCAR_0.8,pseudo_labels,78.16,0.9368836291913215,0.5,0.0,0.8936184210526316
24,MCAR_0.8,iterative_pseudo_labels,78.16,0.9368836291913215,0.5,0.0,0.8936184210526316
24,MAR1,naive,25.46,0.9447731755424064,0.6207894736842106,0.36363636363636365,0.8867105263157895
24,MAR1,pseudo_labels,25.46,0.9388560157790927,0.5447697368421053,0.16216216216216217,0.8877631578947368
24,MAR1,iterative_pseudo_labels,25.46,0.9388560157790927,0.5447697368421053,0.16216216216216217,0.8877631578947368
24,MAR2,naive,23.82,0.9408284023668639,0.5603947368421053,0.21052631578947367,0.9342105263157895
24,MAR2,pseudo_labels,23.82,0.9408284023668639,0.53125,0.11764705882352941,0.9322368421052631
24,MAR2,iterative_pseudo_labels,23.82,0.9408284023668639,0.53125,0.11764705882352941,0.9322368421052631
24,MNAR,naive,26.12,0.9408284023668639,0.53125,0.11764705882352941,0.9267105263157895
24,MNAR,pseudo_labels,26.12,0.9388560157790927,0.515625,0.06060606060606061,0.9325657894736843
24,MNAR,iterative_pseudo_labels,26.12,0.9388560157790927,0.515625,0.06060606060606061,0.9325657894736843
25,None,Oracle,0.0,0.9408284023668639,0.5458223684210526,0.16666666666666666,0.8902631578947369
25,MCAR_0.2,naive,17.96,0.9408284023668639,0.5603947368421053,0.21052631578947367,0.8817763157894736
25,MCAR_0.2,pseudo_labels,17.96,0.9388560157790927,0.5301973684210526,0.11428571428571428,0.8851315789473684
25,MCAR_0.2,iterative_pseudo_labels,17.96,0.9388560157790927,0.5301973684210526,0.11428571428571428,0.8851315789473684
25,MCAR_0.5,naive,49.14,0.9309664694280079,0.5114144736842106,0.05405405405405406,0.8418421052631578
25,MCAR_0.5,pseudo_labels,49.14,0.9368836291913215,0.5,0.0,0.8864802631578947
25,MCAR_0.5,iterative_pseudo_labels,49.14,0.9368836291913215,0.5,0.0,0.8864802631578947
25,MCAR_0.8,naive,78.95,0.9250493096646942,0.5228289473684211,0.09523809523809523,0.8195394736842105
25,MCAR_0.8,pseudo_labels,78.95,0.9368836291913215,0.5,0.0,0.8150000000000001
25,MCAR_0.8,iterative_pseudo_labels,78.95,0.9368836291913215,0.5,0.0,0.8150000000000001
25,MAR1,naive,25.39,0.9368836291913215,0.5145723684210526,0.058823529411764705,0.8985197368421053
25,MAR1,pseudo_labels,25.39,0.9349112426035503,0.49894736842105264,0.0,0.8950657894736842
25,MAR1,iterative_pseudo_labels,25.39,0.9349112426035503,0.49894736842105264,0.0,0.8950657894736842
25,MAR2,naive,25.66,0.9428007889546351,0.5614473684210526,0.21621621621621623,0.8913815789473684
25,MAR2,pseudo_labels,25.66,0.9349112426035503,0.49894736842105264,0.0,0.8925657894736843
25,MAR2,iterative_pseudo_labels,25.66,0.9349112426035503,0.49894736842105264,0.0,0.8925657894736843
25,MNAR,naive,24.8,0.9368836291913215,0.5145723684210526,0.058823529411764705,0.8950657894736842
25,MNAR,pseudo_labels,24.8,0.9368836291913215,0.5,0.0,0.8957894736842105
25,MNAR,iterative_pseudo_labels,24.8,0.9368836291913215,0.5,0.0,0.8957894736842105
26,None,Oracle,0.0,0.9270216962524654,0.5238815789473684,0.0975609756097561,0.8560526315789474
26,MCAR_0.2,naive,19.74,0.9289940828402367,0.5249342105263157,0.1,0.8576973684210527
26,MCAR_0.2,pseudo_labels,19.74,0.9309664694280079,0.4968421052631579,0.0,0.8519736842105263
26,MCAR_0.2,iterative_pseudo_labels,19.74,0.9309664694280079,0.4968421052631579,0.0,0.8519736842105263
26,MCAR_0.5,naive,48.82,0.9289940828402367,0.5249342105263157,0.1,0.8572368421052632
