Seed,Scheme,Approach,Missing_Percent,Accuracy,Balanced_Acc,F1,ROC_AUC
0,None,Oracle,0.0,0.9315960912052117,0.9305518528392429,0.9142857142857143,0.9662707228689633
0,MCAR_0.2,naive,19.86,0.9326818675352877,0.9304852039456145,0.915068493150685,0.9683170907511084
0,MCAR_0.2,pseudo_labels,19.86,0.9250814332247557,0.9179552119434817,0.9029535864978903,0.9689663003445994
0,MCAR_0.2,iterative_pseudo_labels,19.86,0.9250814332247557,0.9179552119434817,0.9029535864978903,0.9687935069166741
0,MCAR_0.5,naive,51.52,0.9283387622149837,0.9254569151929856,0.9093406593406593,0.9615386514213493
0,MCAR_0.5,pseudo_labels,51.52,0.9077090119435396,0.8935098788471223,0.8759124087591241,0.9610696406884089
0,MCAR_0.5,iterative_pseudo_labels,51.52,0.8935939196525515,0.8741594833970201,0.8528528528528528,0.959568806343
0,MCAR_0.8,naive,81.09,0.9131378935939196,0.9090612873604076,0.8898071625344353,0.9535605320062798
0,MCAR_0.8,pseudo_labels,81.09,0.8707926167209555,0.8466779229242571,0.8172043010752689,0.9489025148849195
0,MCAR_0.8,iterative_pseudo_labels,81.09,0.8023887079261672,0.7565315915755799,0.6829268292682927,0.9400332750772633
0,MAR1,naive,25.36,0.9381107491856677,0.9359281969252644,0.9218106995884774,0.9685614700277457
0,MAR1,pseudo_labels,25.36,0.9250814332247557,0.9189179181847804,0.9034965034965035,0.9677369985287874
0,MAR1,iterative_pseudo_labels,25.36,0.9218241042345277,0.9143043336591723,0.8985915492957747,0.964582284230378
0,MAR2,naive,25.33,0.9315960912052117,0.9305518528392429,0.9142857142857143,0.9624643304995211
0,MAR2,pseudo_labels,25.33,0.9261672095548317,0.9207766817737493,0.9052924791086351,0.9633184237289809
0,MAR2,iterative_pseudo_labels,25.33,0.9239956568946797,0.9180218608371101,0.9022346368715084,0.9625383848257749
0,MNAR,naive,33.08,0.9272529858849077,0.9226354453627181,0.9070735090152566,0.9651845927505751
0,MNAR,pseudo_labels,33.08,0.8979370249728555,0.8806318315115969,0.8605341246290801,0.9645847527079199
0,MNAR,iterative_pseudo_labels,33.08,0.8881650380021715,0.8677537841760716,0.8446455505279035,0.963755344253878
1,None,Oracle,0.0,0.9348534201954397,0.9298705530377085,0.9164345403899722,0.9705411890162624
1,MCAR_0.2,naive,20.72,0.9359391965255157,0.931247963506028,0.9179415855354659,0.9678209267652083
1,MCAR_0.2,pseudo_labels,20.72,0.9272529858849077,0.9163778547942771,0.9035971223021583,0.9662114794079604
1,MCAR_0.2,iterative_pseudo_labels,20.72,0.9239956568946797,0.9122456233893184,0.8988439306358381,0.9661472989918738
1,MCAR_0.5,naive,50.11,0.9348534201954397,0.9303519061583578,0.9166666666666666,0.966843409658659
1,MCAR_0.5,pseudo_labels,50.11,0.8957654723127035,0.8759515980923606,0.8554216867469879,0.9642910038804466
1,MCAR_0.5,iterative_pseudo_labels,50.11,0.8816503800217155,0.8575639088835569,0.8320493066255779,0.9640836517669362
1,MCAR_0.8,naive,78.59,0.9261672095548317,0.9174072099292041,0.9034090909090909,0.9656634773936826
